Position,GC,MluCI,NlaIII
254100,20.5,3,1
254300,30.5,2,0
254500,31.0,1,1
254700,49.5,0,0
254900,48.0,1,0
255100,44.5,1,3
255300,39.5,1,1
255500,45.5,2,0
255700,39.0,1,2
255900,37.5,0,1
256100,30.5,1,0
256300,29.5,2,0
256500,43.5,1,1
256700,42.5,0,0
256900,42.0,0,1
257100,38.0,1,1
257300,28.5,3,0
257500,25.0,2,1
257700,30.0,4,0
257900,30.0,1,0
258100,30.5,5,1
258300,26.0,6,1
258500,33.0,1,1
258700,31.5,2,0
258900,25.0,3,0
259100,29.5,0,0
259300,27.5,0,0
259500,37.0,4,0
259700,39.5,1,0
259900,35.0,2,0
260100,36.0,5,0
260300,35.5,2,3
260500,44.5,2,1
260700,50.0,0,0
260900,51.5,1,2
261100,46.0,0,0
261300,47.5,1,0
261500,39.0,1,1
261700,46.0,1,0
261900,44.0,2,0
262100,48.5,0,1
262300,51.0,0,0
262500,48.5,0,0
262700,41.5,1,0
262900,39.5,1,1
263100,40.5,3,1
263300,46.5,1,2
263500,28.5,2,0
263700,31.0,4,0
263900,25.0,1,1
264100,29.5,0,0
264300,34.5,2,1
264500,41.0,1,2
264700,37.0,1,0
264900,36.5,4,0
265100,41.0,0,2
265300,34.5,3,0
265500,35.0,0,1
265700,40.0,0,0
265900,42.0,4,0
266100,43.0,0,1
266300,43.5,2,0
266500,44.5,1,0
266700,41.5,1,0
266900,40.0,1,0
267100,35.0,1,2
267300,38.0,0,0
267500,33.0,2,1
267700,38.0,3,1
267900,45.5,0,1
268100,48.5,0,1
268300,49.5,3,0
268500,51.0,0,2
268700,39.0,1,0
268900,33.5,4,0
269100,39.0,1,1
269300,46.0,1,0
269500,42.5,0,0
269700,34.0,2,0
269900,31.5,4,0
270100,38.0,2,0
270300,44.0,0,1
270500,48.5,1,0
270700,42.5,3,0
270900,44.0,2,1
271100,36.0,1,1
271300,43.5,1,0
271500,44.0,0,0
271700,40.0,0,1
271900,41.5,0,0
272100,41.0,2,1
272300,40.0,0,0
272500,37.5,1,0
272700,36.5,1,0
272900,46.0,1,0
273100,38.5,0,2
273300,45.5,2,1
273500,45.0,1,2
273700,39.5,2,3
273900,42.0,1,0
274100,44.0,0,2
274300,42.5,0,3
274500,37.0,3,2
274700,45.5,1,0
274900,49.0,1,0
275100,46.0,1,1
275300,44.5,1,1
275500,40.0,2,0
275700,39.5,2,0
275900,32.5,3,0
276100,34.5,0,2
276300,34.0,5,0
276500,38.0,0,0
276700,42.5,3,0
276900,46.5,0,0
277100,41.5,2,0
277300,47.0,0,1
277500,39.5,2,1
277700,48.5,0,1
277900,51.0,1,1
278100,43.0,1,1
278300,46.5,1,0
278500,43.5,2,0
278700,46.5,1,0
278900,30.5,1,1
279100,33.5,1,0
279300,31.0,5,1
279500,45.5,1,1
279700,48.0,1,0
279900,46.0,1,1
280100,38.5,3,1
280300,37.5,3,0
280500,42.5,1,1
280700,46.0,0,1
280900,52.5,0,0
281100,36.5,3,1
281300,44.0,2,0
281500,39.0,0,0
281700,49.0,1,1
281900,50.0,0,0
282100,38.5,1,2
282300,39.0,3,1
282500,45.5,1,1
282700,45.5,0,2
282900,38.0,0,0
283100,47.0,2,1
283300,47.5,1,0
283500,40.0,2,2
283700,40.5,3,1
283900,45.0,0,0
284100,42.5,2,1
284300,34.5,1,0
284500,27.5,4,0
284700,43.0,2,2
284900,38.5,2,0
285100,43.0,2,0
285300,35.0,2,0
285500,43.0,0,1
285700,39.5,1,0
285900,42.5,2,0
286100,46.5,0,0
286300,42.5,0,1
286500,49.0,1,0
286700,38.0,1,0
286900,47.0,3,2
287100,44.0,3,1
287300,48.0,0,3
287500,37.5,0,1
287700,41.0,0,1
287900,41.0,1,1
288100,45.0,1,1
288300,31.0,2,1
288500,42.5,1,0
288700,46.5,0,0
288900,47.5,1,0
289100,46.5,1,1
289300,42.0,4,0
289500,44.0,1,1
289700,45.5,1,0
289900,45.0,3,2
290100,48.5,1,1
290300,46.5,1,1
290500,43.0,0,1
290700,42.5,1,1
290900,36.5,4,1
291100,48.0,1,2
291300,42.5,1,2
291500,41.5,0,3
291700,46.0,1,2
291900,43.0,0,2
292100,35.0,3,1
292300,40.5,2,2
292500,45.5,3,2
292700,46.5,1,1
292900,43.0,1,0
293100,36.5,1,1
293300,36.0,0,0
293500,32.5,1,0
293700,37.0,4,1
293900,42.0,1,0
294100,42.0,0,0
294300,41.5,3,0
294500,45.0,0,0
294700,45.0,0,2
294900,45.5,1,0
295100,47.5,3,1
295300,44.5,2,2
295500,40.5,0,1
295700,45.5,2,1
295900,46.5,1,0
296100,47.0,2,1
296300,44.0,1,0
296500,45.5,1,1
296700,43.0,0,0
296900,46.5,2,3
297100,40.0,3,0
297300,41.0,0,1
297500,48.0,0,1
297700,45.0,1,0
297900,43.0,1,2
298100,48.0,0,0
298300,46.0,1,0
298500,46.5,0,2
298700,31.5,1,1
298900,43.0,1,0
299100,42.5,2,0
299300,45.0,0,2
299500,39.0,1,0
299700,38.0,0,0
299900,41.5,1,0
300100,35.0,0,0
300300,44.5,0,0
300500,42.0,0,1
300700,38.0,2,0
300900,41.5,2,0
301100,34.0,2,0
301300,23.5,4,0
301500,31.0,2,0
301700,29.0,1,0
301900,46.0,0,0
302100,40.0,0,0
302300,41.5,1,2
302500,47.0,1,2
302700,41.5,0,0
302900,33.5,4,0
303100,48.5,1,0
303300,39.0,2,1
303500,46.0,0,1
303700,46.0,0,0
303900,41.5,3,1
304100,43.0,0,0
304300,44.5,1,1
304500,40.0,0,0
304700,42.5,2,1
304900,46.5,0,0
305100,46.0,0,1
305300,47.5,1,6
305500,42.5,1,1
305700,51.0,1,2
305900,49.0,1,3
306100,44.5,1,1
306300,47.0,3,0
306500,46.0,0,1
306700,43.0,1,1
306900,39.0,2,1
307100,49.0,0,1
307300,47.0,0,4
307500,45.5,3,1
307700,43.5,1,0
307900,40.5,0,1
308100,36.5,5,0
308300,39.5,2,1
308500,45.5,2,2
308700,45.5,1,0
308900,41.5,2,0
309100,44.0,2,1
309300,44.5,1,0
309500,48.0,0,2
309700,44.0,2,1
309900,40.5,0,0
310100,42.0,3,1
310300,42.5,1,1
310500,44.0,2,0
310700,42.5,3,0
310900,34.0,1,2
311100,44.0,1,0
311300,43.5,0,3
311500,37.5,2,1
311700,48.0,1,0
311900,41.5,3,0
312100,40.0,2,0
312300,38.5,0,0
312500,41.0,1,1
312700,36.0,3,1
312900,41.5,0,2
313100,42.0,1,1
313300,35.0,0,1
313500,36.0,1,1
313700,34.5,3,1
313900,38.5,0,0
314100,41.5,1,0
314300,37.0,5,2
314500,41.5,1,0
314700,40.0,1,1
314900,35.0,0,0
315100,36.5,0,0
315300,32.5,3,1
315500,29.5,2,0
315700,38.5,1,1
315900,36.0,2,0
316100,36.0,1,1
316300,39.0,2,0
316500,38.5,0,2
316700,35.0,3,1
316900,29.0,1,1
317100,32.5,6,0
317300,33.5,6,1
317500,33.5,2,0
317700,34.5,3,0
317900,37.5,3,0
318100,32.0,1,0
318300,40.5,2,1
318500,41.5,0,0
318700,42.5,0,0
318900,30.5,4,0
319100,36.5,1,1
319300,46.0,3,1
319500,46.5,2,1
319700,46.0,1,1
319900,43.0,0,0
320100,40.0,1,0
320300,44.5,2,1
320500,46.0,2,1
320700,43.5,2,0
320900,51.0,1,2
321100,37.5,2,2
321300,47.0,0,0
321500,39.0,2,0
321700,41.5,0,1
321900,44.5,1,1
322100,42.0,0,0
322300,46.0,2,2
322500,40.0,1,1
322700,45.0,3,0
322900,42.0,2,1
323100,40.5,1,0
323300,43.5,4,1
323500,41.0,2,0
323700,43.0,2,0
323900,47.0,2,0
324100,42.5,1,1
324300,44.0,1,0
324500,44.0,1,1
324700,41.5,3,3
324900,41.5,1,2
325100,46.0,0,0
325300,39.5,1,1
325500,43.5,1,1
325700,48.0,0,1
325900,35.0,1,1
326100,38.5,1,0
326300,41.0,1,2
326500,44.5,1,2
326700,39.0,1,0
326900,48.0,3,2
327100,45.5,3,0
327300,43.5,1,0
327500,33.0,1,1
327700,40.0,3,0
327900,39.5,0,0
328100,47.5,1,0
328300,35.0,4,0
328500,42.5,1,0
328700,29.0,4,1
328900,28.5,4,0
329100,32.5,2,0
329300,28.0,5,1
329500,30.0,3,0
329700,26.5,2,0
329900,28.5,5,0
330100,26.5,3,1
330300,25.5,5,1
330500,24.5,5,0
330700,27.5,3,0
330900,31.0,6,1
331100,24.5,3,0
331300,23.5,7,1
331500,24.5,2,0
331700,26.0,4,1
331900,25.0,8,1
332100,26.0,4,0
332300,31.0,2,1
332500,23.0,5,0
332700,30.5,4,0
332900,46.0,0,2
333100,44.0,0,2
333300,38.5,0,0
333500,43.5,1,0
333700,42.0,2,1
333900,43.0,2,0
334100,31.0,6,0
334300,26.0,2,0
334500,28.0,0,0
334700,29.0,2,0
334900,42.5,1,1
335100,41.5,1,1
335300,40.0,1,1
335500,36.5,0,1
335700,40.0,1,0
335900,41.5,0,2
336100,41.5,2,1
336300,39.0,1,2
336500,48.0,1,0
336700,48.5,2,0
336900,43.5,0,0
337100,40.5,2,0
337300,32.0,6,0
337500,44.5,2,0
337700,40.0,2,0
337900,34.0,3,0
338100,39.0,2,0
338300,45.0,1,0
338500,44.0,1,0
338700,34.5,1,1
338900,32.0,3,0
339100,44.0,0,1
339300,41.0,3,0
339500,28.0,5,0
339700,24.5,4,0
339900,30.5,2,0
340100,26.0,1,0
340300,23.5,9,0
340500,28.0,8,0
340700,40.5,0,5
340900,37.0,3,0
341100,46.5,1,4
341300,50.0,0,0
341500,36.0,3,0
341700,41.5,1,1
341900,44.0,1,0
342100,49.5,1,1
342300,44.0,0,1
342500,46.5,1,4
342700,38.0,1,1
342900,38.0,2,2
343100,39.0,2,1
343300,36.0,4,1
343500,40.5,3,1
343700,39.0,1,0
343900,42.5,2,2
344100,43.5,0,0
344300,47.5,0,1
344500,45.5,1,1
344700,43.5,1,1
344900,39.0,1,1
345100,44.0,2,2
345300,28.0,2,0
345500,42.0,0,1
345700,46.5,1,0
345900,42.5,2,0
346100,41.5,3,0
346300,45.5,0,0
346500,42.5,0,2
346700,36.0,2,0
346900,32.0,1,0
347100,46.5,2,0
347300,42.5,1,0
347500,40.0,2,0
347700,30.0,1,0
347900,44.0,0,0
348100,36.0,3,0
348300,39.0,1,0
348500,45.0,0,3
348700,42.0,1,2
348900,48.5,1,1
349100,44.0,0,0
349300,42.5,2,1
349500,44.0,2,0
349700,38.0,2,0
349900,41.5,1,1
350100,41.5,1,1
350300,39.0,1,2
350500,40.0,1,0
350700,37.5,0,1
350900,31.5,0,2
351100,37.0,3,1
351300,37.5,1,0
351500,28.5,5,1
351700,38.5,1,1
351900,43.5,0,1
352100,42.5,0,1
352300,44.0,1,0
352500,48.5,1,3
352700,37.0,2,2
352900,39.5,2,1
353100,40.5,1,0
353300,44.5,1,1
353500,40.5,2,3
353700,42.0,1,0
353900,46.0,1,0
354100,43.5,0,4
354300,42.5,0,1
354500,41.0,1,0
354700,39.0,4,1
354900,47.5,0,2
355100,44.5,2,1
355300,49.0,0,2
355500,42.5,1,0
355700,42.5,1,0
355900,40.0,2,1
356100,46.0,2,2
356300,44.0,4,0
356500,43.5,2,2
356700,45.0,0,0
356900,46.5,0,2
357100,43.0,3,0
357300,40.5,2,0
357500,43.5,0,1
357700,46.0,0,0
357900,49.0,1,1
358100,46.5,0,2
358300,45.5,0,0
358500,41.5,0,0
358700,46.0,0,1
358900,41.5,2,1
359100,25.5,6,0
359300,34.5,2,0
359500,37.0,1,0
359700,40.0,2,2
359900,38.0,0,2
360100,33.5,6,1
360300,35.0,3,0
360500,31.5,1,0
360700,36.5,0,2
360900,27.5,5,1
361100,32.0,3,1
361300,40.5,2,0
361500,42.0,1,1
361700,40.0,2,1
361900,33.5,1,0
362100,36.5,0,0
362300,36.0,3,1
362500,28.0,3,0
362700,38.0,3,1
362900,34.5,3,2
363100,42.0,1,2
363300,38.0,0,2
363500,35.5,1,2
363700,44.0,1,3
363900,44.5,0,1
364100,41.5,0,2
364300,35.5,2,0
364500,33.5,3,0
364700,32.0,2,0
364900,36.0,3,0
365100,35.5,2,1
365300,40.5,0,0
365500,39.5,1,1
365700,36.5,1,0
365900,41.5,2,3
366100,38.5,0,0
366300,37.0,2,0
366500,33.5,2,0
366700,41.0,1,0
366900,28.5,4,0
367100,35.0,0,0
367300,40.0,2,0
367500,47.0,0,0
367700,44.5,2,0
367900,29.5,4,0
368100,39.0,1,0
368300,30.5,5,0
368500,31.0,1,0
368700,31.0,2,0
368900,35.5,2,2
369100,39.5,1,0
369300,33.0,2,0
369500,33.5,2,0
369700,35.0,2,0
369900,31.5,0,0
370100,36.0,1,0
370300,47.0,0,0
370500,43.5,1,1
370700,41.5,1,1
370900,46.0,1,1
371100,42.5,2,1
371300,43.5,0,1
371500,43.0,1,0
371700,41.5,2,0
371900,47.0,2,1
372100,35.0,2,0
372300,39.0,1,0
372500,29.5,3,0
372700,47.0,0,2
372900,39.5,3,2
373100,45.5,4,1
373300,32.5,2,2
373500,42.5,0,2
373700,43.5,1,2
373900,30.5,4,1
374100,46.5,1,1
374300,42.0,0,0
374500,41.5,3,1
374700,41.0,1,2
374900,42.5,0,0
375100,46.5,1,1
375300,45.0,0,0
375500,41.5,3,0
375700,42.5,0,0
375900,43.0,1,2
376100,36.0,3,0
376300,44.5,0,0
376500,42.5,1,1
376700,32.0,2,0
376900,41.0,1,1
377100,42.0,1,1
377300,46.0,1,0
377500,31.0,1,2
377700,26.0,1,0
377900,30.0,2,0
378100,27.0,6,0
378300,33.5,4,0
378500,39.0,3,0
378700,28.5,4,0
378900,33.5,3,0
379100,37.0,0,0
379300,37.5,2,2
379500,36.5,1,0
379700,32.0,1,0
379900,36.5,0,0
380100,37.0,0,2
380300,40.0,0,1
380500,35.0,1,0
380700,36.0,2,0
380900,27.0,6,0
381100,37.0,3,0
381300,42.0,0,0
381500,43.5,2,2
381700,50.0,1,2
381900,40.5,0,0
382100,40.5,1,0
382300,35.0,3,0
382500,35.0,4,0
382700,45.0,1,0
382900,44.5,0,1
383100,43.5,2,1
383300,47.5,1,1
383500,42.0,1,1
383700,40.0,0,0
383900,39.0,2,0
384100,40.5,2,0
384300,42.0,1,0
384500,40.0,1,0
384700,45.0,1,0
384900,48.5,0,1
385100,42.0,3,0
385300,49.0,0,0
385500,41.0,1,0
385700,42.5,1,0
385900,44.0,2,1
386100,41.0,0,0
386300,45.5,0,1
386500,42.5,2,2
386700,44.0,1,0
386900,36.5,0,1
387100,40.0,2,0
387300,39.5,2,1
387500,45.5,1,1
387700,37.5,3,0
387900,38.5,1,0
388100,49.0,0,0
388300,38.5,1,0
388500,39.5,3,0
388700,46.5,1,0
388900,42.5,1,1
389100,49.0,0,1
389300,42.5,2,1
389500,36.5,1,0
389700,43.0,2,3
389900,40.0,1,1
390100,42.0,0,1
390300,46.5,1,1
390500,37.0,1,0
390700,39.0,1,1
390900,46.0,1,0
391100,30.5,5,0
391300,46.5,1,3
391500,46.5,1,1
391700,42.5,0,1
391900,33.5,4,0
392100,37.5,2,1
392300,47.5,3,0
392500,42.0,1,0
392700,39.0,2,0
392900,37.0,0,0
393100,41.5,2,0
393300,36.0,2,0
393500,42.0,1,1
393700,36.0,2,1
393900,42.0,1,1
394100,26.0,5,0
394300,32.5,0,0
394500,38.5,2,0
394700,40.0,2,0
394900,36.0,2,2
395100,39.5,3,1
395300,37.0,1,1
395500,45.5,1,1
395700,46.5,1,0
395900,44.5,3,0
396100,46.0,1,1
396300,44.0,1,5
396500,50.5,0,1
396700,45.5,1,1
396900,49.5,0,2
397100,43.0,0,1
397300,36.0,0,0
397500,32.0,5,0
397700,34.5,3,0
397900,42.0,1,0
398100,34.5,2,0
398300,29.5,5,1
398500,44.0,0,2
398700,44.0,2,0
398900,42.5,2,0
399100,40.0,2,2
399300,45.5,1,1
399500,38.0,2,2
399700,41.5,0,2
399900,31.5,3,0
400100,32.0,1,0
400300,39.0,4,0
400500,40.5,0,0
400700,35.5,1,1
400900,43.0,0,1
401100,41.5,0,1
401300,38.5,2,0
401500,37.5,1,0
401700,40.0,2,0
401900,42.0,3,1
402100,23.5,4,0
402300,37.5,4,0
402500,51.0,0,2
402700,49.0,1,2
402900,43.5,2,1
403100,47.5,1,1
403300,42.0,2,0
403500,41.0,3,0
403700,39.0,6,0
403900,38.0,1,2
404100,36.0,0,0
404300,40.0,0,2
404500,45.5,3,0
404700,43.5,1,1
404900,38.5,3,1
405100,43.5,0,0
405300,42.0,2,3
405500,32.5,2,0
405700,43.5,2,0
405900,43.0,3,0
406100,41.5,0,1
406300,36.0,1,0
406500,38.5,2,1
406700,43.5,1,2
406900,46.0,0,1
407100,34.5,2,0
407300,43.0,1,0
407500,39.5,1,0
407700,42.5,2,2
407900,41.5,0,1
408100,44.0,0,1
408300,40.0,0,1
408500,37.5,0,0
408700,36.5,5,1
408900,27.0,7,0
409100,30.5,1,0
409300,28.0,5,0
409500,38.0,0,0
409700,26.5,1,0
409900,43.0,0,2
410100,39.5,2,0
410300,40.5,1,0
410500,46.5,0,0
410700,39.5,2,0
410900,42.5,2,1
411100,43.5,2,0
411300,36.0,0,1
411500,33.5,2,0
411700,33.5,3,1
411900,44.0,0,1
412100,44.0,4,1
412300,41.5,1,0
412500,43.5,4,1
412700,34.0,1,0
412900,38.0,3,1
413100,45.5,2,5
413300,45.5,0,0
413500,44.5,0,2
413700,44.0,1,2
413900,39.5,2,0
414100,44.5,0,0
414300,39.5,3,0
414500,47.5,1,1
414700,39.5,2,0
414900,42.0,0,0
415100,41.5,1,1
415300,39.5,0,0
415500,32.5,3,0
415700,35.0,6,0
415900,34.5,0,1
416100,25.0,1,1
416300,26.5,4,0
416500,45.0,1,1
416700,43.0,1,0
416900,38.5,2,1
417100,35.5,0,0
417300,36.5,1,1
417500,46.0,0,2
417700,39.0,1,0
417900,44.0,4,2
418100,41.5,3,1
418300,45.0,2,1
418500,37.0,2,1
418700,45.0,0,1
418900,41.0,3,2
419100,39.0,2,0
419300,40.5,1,1
419500,42.5,3,1
419700,40.0,2,1
419900,38.0,3,1
420100,52.0,0,2
420300,47.0,1,0
420500,43.5,3,0
420700,41.0,1,0
420900,32.0,6,0
421100,37.0,3,3
421300,41.0,1,0
421500,39.0,0,3
421700,48.5,1,0
421900,44.5,0,0
422100,37.0,0,2
422300,39.0,2,1
422500,43.5,2,0
422700,48.5,2,0
422900,49.0,1,1
423100,40.0,1,0
423300,45.5,2,1
423500,36.5,3,0
423700,43.0,1,2
423900,48.0,0,1
424100,47.0,1,0
424300,42.5,2,1
424500,41.5,2,0
424700,47.0,2,0
424900,49.5,2,2
425100,46.5,1,0
425300,37.5,2,1
425500,38.0,4,0
425700,38.5,1,0
425900,39.5,3,1
426100,41.0,3,1
426300,44.0,1,3
426500,42.0,1,1
426700,41.0,1,0
426900,39.5,2,1
427100,40.0,2,1
427300,41.0,4,1
427500,47.0,2,0
427700,44.0,0,0
427900,41.5,1,1
428100,45.5,0,0
428300,37.5,2,1
428500,42.0,2,1
428700,47.5,2,1
428900,49.0,1,1
429100,46.5,0,2
429300,42.5,1,0
429500,45.5,1,2
429700,38.5,3,0
429900,44.0,1,0
430100,39.0,1,1
430300,38.5,0,0
430500,25.0,1,0
430700,41.0,2,0
430900,36.5,2,0
431100,37.5,2,1
431300,39.0,0,0
431500,39.0,2,0
431700,42.0,2,0
431900,38.5,1,2
432100,35.5,1,2
432300,39.5,1,2
432500,39.5,3,2
432700,28.0,2,0
432900,38.0,0,0
433100,41.0,1,0
433300,35.5,4,1
433500,44.5,1,0
433700,37.5,4,3
433900,41.5,1,0
434100,38.5,1,0
434300,47.0,1,0
434500,39.5,3,1
434700,36.0,2,2
434900,43.0,1,1
435100,38.5,1,0
435300,38.0,1,0
435500,45.5,0,2
435700,36.5,1,2
435900,29.5,2,2
436100,40.5,1,0
436300,35.5,1,0
436500,34.5,3,0
436700,33.0,1,0
436900,39.0,2,1
437100,36.5,2,2
437300,38.0,0,1
437500,42.5,1,1
437700,38.0,1,0
437900,44.5,0,2
438100,41.5,1,2
438300,37.5,2,1
438500,41.0,2,0
438700,42.5,1,0
438900,42.0,4,1
439100,39.0,0,1
439300,41.5,1,1
439500,40.0,4,0
439700,43.0,3,2
439900,38.5,1,1
440100,38.5,1,1
440300,36.5,0,1
440500,29.0,3,0
440700,30.0,4,0
440900,35.0,1,0
441100,26.5,1,0
441300,36.5,3,0
441500,38.5,1,0
441700,37.5,3,1
441900,28.0,1,0
442100,44.0,0,3
442300,38.0,3,0
442500,42.5,1,0
442700,41.0,1,1
442900,37.5,2,0
443100,36.5,2,0
443300,44.5,0,1
443500,44.5,1,0
443700,39.5,1,0
443900,45.0,1,2
444100,40.5,1,3
444300,38.5,3,0
444500,41.5,3,0
444700,45.5,1,0
444900,42.0,1,0
445100,34.5,4,1
445300,33.5,4,1
445500,39.0,1,0
445700,23.5,3,0
445900,33.0,2,0
446100,41.0,2,0
446300,45.0,0,0
446500,42.5,0,2
446700,43.5,2,1
446900,42.5,2,1
447100,44.0,0,1
447300,46.0,1,1
447500,43.5,3,1
447700,46.0,0,0
447900,38.0,1,0
448100,28.0,4,0
448300,38.5,1,0
448500,37.5,1,2
448700,45.0,0,0
448900,43.0,1,1
449100,44.0,0,2
449300,43.0,4,0
449500,42.5,1,0
449700,38.5,2,0
449900,44.5,0,0
450100,41.5,1,1
450300,44.0,0,1
450500,44.0,1,0
450700,36.0,1,0
450900,26.5,1,1
451100,36.5,0,1
451300,38.5,1,0
451500,33.0,2,0
451700,29.0,6,0
451900,28.0,7,0
452100,42.0,0,0
452300,46.5,1,1
452500,40.5,1,0
452700,31.0,2,0
452900,28.5,4,0
453100,29.0,1,2
453300,23.0,2,0
453500,36.5,2,1
453700,44.5,2,0
453900,46.0,0,2
454100,42.0,0,0
454300,46.5,1,2
454500,45.0,1,0
454700,40.5,2,0
454900,45.5,0,2
455100,43.0,0,2
455300,44.5,0,2
455500,45.0,0,1
455700,44.0,1,0
455900,38.5,3,0
456100,33.0,1,2
456300,37.0,3,0
456500,43.5,1,0
456700,48.0,0,2
456900,42.5,2,0
457100,42.5,0,0
457300,42.5,2,0
457500,37.5,0,0
457700,30.5,3,1
457900,48.0,0,0
458100,49.5,0,1
458300,42.5,1,1
458500,41.0,3,0
458700,43.0,1,0
458900,49.0,1,3
459100,48.5,0,2
459300,40.5,5,0
459500,43.0,2,0
459700,33.0,0,0
459900,44.5,1,1
460100,43.5,1,1
460300,42.0,0,1
460500,41.0,0,2
460700,42.0,3,0
460900,37.5,2,2
461100,41.0,3,2
461300,48.5,1,0
461500,36.0,1,1
461700,41.5,2,1
461900,43.5,0,1
462100,41.5,2,1
462300,45.5,2,2
462500,42.0,1,0
462700,35.5,0,1
462900,41.0,0,0
463100,45.0,0,1
463300,36.5,3,1
463500,37.5,3,0
463700,40.0,0,0
463900,38.0,2,1
464100,39.0,1,0
464300,37.0,0,0
464500,37.0,0,0
464700,37.0,0,1
464900,31.0,1,2
465100,26.5,2,1
465300,24.0,4,0
465500,39.0,2,1
465700,42.5,0,3
465900,38.0,4,0
466100,36.5,1,0
466300,44.0,0,3
466500,49.0,1,1
466700,40.5,2,1
466900,41.5,3,1
467100,44.5,2,0
467300,44.0,1,2
467500,39.5,5,1
467700,39.5,0,0
467900,41.0,2,0
468100,43.0,0,1
468300,44.5,0,1
468500,36.5,2,1
468700,29.0,0,1
468900,37.5,1,0
469100,34.0,3,0
469300,40.0,1,1
469500,40.0,0,0
469700,33.5,2,0
469900,43.5,1,2
470100,48.0,0,4
470300,42.0,0,0
470500,44.0,1,1
470700,39.0,0,1
470900,40.0,0,0
471100,42.5,0,0
471300,39.5,2,0
471500,37.0,1,1
471700,42.0,1,0
471900,46.0,1,0
472100,43.5,1,0
472300,37.0,3,0
472500,42.0,0,0
472700,34.5,2,0
472900,34.5,4,1
473100,36.0,1,0
473300,36.0,2,0
473500,38.5,1,0
473700,50.0,1,0
473900,36.0,2,0
474100,33.5,2,0
474300,33.5,3,0
474500,34.0,3,1
474700,35.0,4,0
474900,36.5,1,0
475100,24.0,4,0
475300,39.0,3,1
475500,40.0,3,0
475700,44.0,1,1
475900,45.5,1,0
476100,39.0,2,0
476300,44.5,2,0
476500,41.5,0,1
476700,37.0,0,0
476900,42.0,3,1
477100,44.0,1,1
477300,43.5,1,0
477500,42.5,1,0
477700,44.5,1,0
477900,45.5,0,1
478100,42.5,3,1
478300,43.5,0,0
478500,44.5,2,1
478700,44.5,1,1
478900,44.5,3,0
479100,40.5,2,3
479300,47.5,1,1
479500,40.0,2,0
479700,44.0,0,1
479900,42.5,2,2
480100,44.5,2,1
480300,43.0,3,0
480500,42.0,2,0
480700,45.0,1,1
480900,42.5,2,0
481100,42.0,2,0
481300,47.5,1,0
481500,44.5,0,0
481700,41.5,2,0
481900,43.0,2,0
482100,42.5,1,1
482300,40.0,2,1
482500,39.5,1,2
482700,43.5,1,1
482900,43.5,1,0
483100,39.0,2,1
483300,45.0,1,0
483500,42.5,3,1
483700,31.5,0,0
483900,30.5,4,0
484100,32.0,0,0
484300,39.0,0,0
484500,35.0,1,0
484700,39.0,1,0
484900,33.0,2,0
485100,39.0,3,0
485300,36.0,1,1
485500,36.5,0,0
485700,41.5,0,3
485900,35.5,1,0
486100,35.0,1,0
486300,36.5,1,1
486500,36.0,2,1
486700,41.0,0,0
486900,40.5,1,0
487100,41.0,2,0
487300,47.0,0,1
487500,45.5,1,0
487700,46.5,0,0
487900,27.5,2,1
488100,34.0,1,1
488300,36.5,2,0
488500,38.5,0,0
488700,42.5,1,0
488900,42.5,3,0
489100,39.5,3,0
489300,40.0,1,1
489500,41.5,1,0
489700,37.5,1,1
489900,39.5,2,0
490100,42.0,1,1
490300,37.0,1,1
490500,46.5,1,2
490700,40.5,0,1
490900,39.5,2,0
491100,42.0,4,1
491300,39.0,1,2
491500,38.0,2,1
491700,43.0,1,1
491900,40.0,1,1
492100,36.5,2,0
492300,34.0,0,1
492500,38.0,1,0
492700,43.5,0,0
492900,39.0,1,1
493100,42.5,0,2
493300,39.0,2,1
493500,38.0,1,1
493700,42.5,1,0
493900,41.5,1,0
494100,43.0,1,0
494300,37.5,1,0
494500,41.5,4,1
494700,40.0,1,2
494900,39.0,0,2
495100,40.5,2,1
495300,44.0,0,1
495500,46.0,1,1
495700,41.5,0,2
495900,30.0,3,0
496100,24.0,4,1
496300,27.0,2,0
496500,38.0,4,0
496700,46.0,0,1
496900,40.5,3,1
497100,42.5,1,1
497300,42.5,3,1
497500,43.5,2,0
497700,42.5,5,2
497900,27.5,3,0
498100,35.5,3,0
498300,30.0,3,0
498500,38.5,3,1
498700,44.0,1,1
498900,44.0,3,4
499100,44.0,0,0
499300,40.5,0,2
499500,42.0,0,0
499700,42.5,3,0
499900,45.5,1,2
500100,40.5,0,0
500300,39.0,1,0
500500,34.5,2,1
500700,32.0,2,1
500900,47.0,2,0
501100,41.5,3,1
501300,41.5,2,0
501500,44.0,0,1
501700,46.0,0,0
501900,40.5,1,0
502100,48.5,1,1
502300,42.5,1,0
502500,45.0,0,0
502700,36.0,2,0
502900,34.0,3,0
503100,32.5,3,0
503300,38.5,3,0
503500,41.0,1,0
503700,41.0,0,0
503900,39.5,1,1
504100,34.0,2,1
504300,35.5,2,0
504500,37.5,0,1
504700,38.0,2,4
504900,42.5,4,1
505100,40.5,1,1
505300,40.0,1,2
505500,41.0,1,1
505700,43.5,0,0
505900,44.5,0,1
506100,43.5,4,0
506300,44.0,1,0
506500,43.5,2,1
506700,36.0,1,0
506900,26.0,2,1
507100,27.0,4,0
507300,39.5,1,0
507500,33.5,3,1
507700,38.5,2,0
507900,37.0,2,2
508100,44.5,2,2
