Position,GC,MluCI,NlaIII
507800,42.5,4,1
508200,41.5,6,3
508600,41.0,1,2
509000,43.0,4,0
509400,39.25,2,2
509800,43.75,2,3
510200,40.5,1,0
510600,39.75,5,1
511000,36.5,3,2
511400,42.5,0,1
511800,43.0,1,0
512200,40.75,2,2
512600,37.75,5,1
513000,42.0,1,2
513400,40.75,1,0
513800,40.5,1,1
514200,45.25,2,1
514600,44.5,4,2
515000,45.0,2,2
515400,36.5,9,0
515800,33.5,2,0
516200,40.5,4,1
516600,42.25,1,1
517000,43.5,3,1
517400,38.25,4,2
517800,33.75,1,1
518200,42.75,3,1
518600,42.25,3,2
519000,38.0,3,2
519400,41.5,3,2
519800,39.5,5,2
520200,43.5,0,2
520600,44.0,1,1
521000,43.0,3,0
521400,39.75,4,3
521800,40.75,1,1
522200,38.75,3,2
522600,36.5,3,2
523000,42.75,2,0
523400,41.75,3,0
523800,45.25,1,1
524200,34.5,2,0
524600,34.5,7,2
525000,41.5,0,2
525400,42.25,3,3
525800,42.25,1,2
526200,45.0,0,2
526600,32.0,8,0
527000,32.5,6,0
527400,29.0,5,0
527800,31.0,5,0
528200,29.75,6,0
528600,29.75,3,1
529000,32.5,5,1
529400,30.0,7,1
529800,31.0,9,2
530200,35.5,4,2
530600,31.75,2,0
531000,30.0,4,0
531400,36.75,6,0
531800,35.75,4,0
532200,33.25,5,1
532600,35.75,6,1
533000,33.25,9,1
533400,37.0,2,0
533800,37.75,7,3
534200,36.75,4,1
534600,37.0,7,1
535000,39.0,7,0
535400,33.0,3,0
535800,30.0,4,1
536200,35.75,2,2
536600,38.75,2,2
537000,45.5,2,0
537400,42.5,2,0
537800,41.75,0,2
538200,43.25,3,1
538600,38.75,4,1
539000,41.5,1,0
539400,43.75,3,0
539800,45.0,2,0
540200,44.0,0,2
540600,34.75,4,1
541000,34.0,5,0
541400,47.75,2,0
541800,47.25,2,6
542200,44.25,3,0
542600,40.5,1,1
543000,33.25,4,0
543400,42.25,1,0
543800,39.0,3,2
544200,44.75,2,1
544600,44.0,0,1
545000,43.0,4,1
545400,44.25,1,1
545800,43.25,2,2
546200,33.75,4,2
546600,36.0,3,0
547000,44.75,2,1
547400,38.0,6,0
547800,34.0,1,0
548200,41.75,4,1
548600,40.5,0,2
549000,31.5,7,2
549400,38.0,6,0
549800,37.25,7,1
550200,35.75,4,1
550600,40.75,2,0
551000,35.0,4,0
551400,33.0,5,4
551800,38.5,0,2
552200,38.0,0,1
552600,30.75,7,0
553000,34.5,3,1
553400,34.0,3,1
553800,26.5,5,0
554200,30.5,1,2
554600,35.0,3,0
555000,39.25,3,2
555400,30.25,8,4
555800,45.0,4,2
556200,30.75,8,0
556600,31.0,7,0
557000,29.25,3,0
557400,32.5,3,1
557800,32.5,3,1
558200,39.5,1,3
558600,38.75,2,3
559000,36.75,4,2
559400,38.0,2,2
559800,43.5,3,1
560200,39.0,3,4
560600,44.75,1,3
561000,40.75,5,3
561400,44.0,3,2
561800,40.0,2,1
562200,42.25,3,5
562600,45.5,3,2
563000,44.25,1,1
563400,41.75,3,2
563800,47.0,1,0
564200,42.0,0,1
564600,41.75,5,5
565000,46.25,4,1
565400,49.75,0,0
565800,44.75,1,0
566200,41.5,2,1
566600,41.75,2,2
567000,31.0,3,0
567400,41.75,6,0
567800,35.5,4,0
568200,36.5,3,0
568600,43.75,3,2
569000,45.75,2,2
569400,44.25,1,1
569800,47.0,1,1
570200,37.5,3,4
570600,40.25,5,1
571000,38.5,2,2
571400,41.75,4,1
571800,48.25,0,1
572200,40.75,2,0
572600,31.5,9,1
573000,48.25,0,1
573400,47.75,1,2
573800,46.75,3,2
574200,49.0,1,1
574600,42.25,2,3
575000,46.5,0,0
575400,40.5,4,0
575800,34.75,5,0
576200,32.75,3,0
576600,34.75,5,1
577000,41.0,3,0
577400,38.5,5,1
577800,37.5,6,1
578200,41.0,3,2
578600,37.75,4,0
579000,35.0,5,1
579400,28.75,6,1
579800,29.25,8,0
580200,29.25,8,0
580600,29.0,10,2
581000,35.5,5,0
581400,37.75,3,0
581800,35.5,4,0
582200,33.25,6,1
582600,33.0,4,3
583000,33.0,8,4
583400,33.5,8,1
583800,28.0,8,0
584200,43.75,2,2
584600,46.0,0,1
585000,47.25,3,0
585400,39.0,5,1
585800,36.5,5,0
586200,47.75,2,2
586600,46.75,2,2
587000,48.0,1,1
587400,43.25,2,0
587800,45.5,1,0
588200,39.0,2,1
588600,36.0,2,1
589000,34.75,2,0
589400,33.75,5,0
589800,37.75,4,0
590200,38.75,4,2
590600,35.75,7,1
591000,44.0,5,0
591400,39.75,2,1
591800,45.5,2,1
592200,45.25,1,0
592600,44.25,2,2
593000,41.5,1,0
593400,43.75,3,2
593800,35.0,0,1
594200,41.0,3,0
594600,44.25,1,0
595000,43.25,7,2
595400,46.0,2,1
595800,47.0,1,0
596200,41.25,4,0
596600,46.0,1,1
597000,48.75,1,3
597400,41.75,2,2
597800,39.5,4,1
598200,38.25,6,2
598600,45.25,2,0
599000,45.75,1,1
599400,41.75,4,0
599800,46.25,0,3
600200,45.25,1,0
600600,43.0,2,2
601000,32.75,4,0
601400,32.25,5,1
601800,36.25,2,0
602200,38.0,1,1
602600,42.75,1,1
603000,41.5,2,1
603400,36.25,3,1
603800,41.0,5,1
604200,38.0,2,1
604600,44.25,0,1
605000,43.75,0,0
605400,46.5,4,0
605800,30.25,6,0
606200,46.25,2,0
606600,41.0,2,0
607000,48.5,0,1
607400,44.0,4,3
607800,37.5,3,1
608200,42.25,2,2
608600,44.75,3,0
609000,35.5,6,0
609400,39.0,2,1
609800,37.25,4,2
610200,43.5,2,2
610600,35.75,7,0
611000,40.0,3,3
611400,44.5,2,0
611800,43.0,4,0
612200,44.25,2,4
612600,37.0,2,2
613000,41.25,1,4
613400,44.25,2,2
613800,47.0,1,3
614200,43.25,1,1
614600,43.5,2,0
615000,35.5,3,0
615400,39.5,2,2
615800,43.75,4,1
616200,43.0,2,2
616600,46.0,3,2
617000,41.25,1,2
617400,44.0,1,1
617800,36.5,5,1
618200,37.25,5,1
618600,37.75,4,0
619000,36.5,5,1
619400,37.5,4,1
619800,31.75,5,0
620200,35.0,1,0
620600,43.75,2,1
621000,43.0,1,3
621400,42.5,2,2
621800,46.5,0,2
622200,42.75,1,1
622600,46.25,6,2
623000,45.75,1,2
623400,44.0,5,2
623800,39.5,5,1
624200,38.75,5,0
624600,46.0,2,0
625000,36.0,6,2
625400,42.5,2,1
625800,45.75,3,0
626200,42.75,2,1
626600,46.75,1,2
627000,44.0,3,3
627400,44.5,2,1
627800,38.75,3,0
628200,37.25,4,1
628600,42.25,1,0
629000,44.0,0,0
629400,40.75,4,1
629800,41.75,3,1
630200,43.5,0,3
630600,45.75,1,1
631000,41.75,2,1
631400,41.25,0,0
631800,46.0,1,1
632200,39.0,2,1
632600,41.5,1,0
633000,42.0,1,0
633400,37.25,1,1
633800,42.75,2,0
634200,41.0,1,1
634600,29.75,4,2
635000,27.75,7,0
635400,32.75,5,2
635800,39.5,2,0
636200,44.0,1,0
636600,41.25,2,1
637000,44.25,0,3
637400,36.25,0,1
637800,42.75,1,0
638200,36.0,2,1
638600,38.75,2,0
639000,29.25,5,1
639400,29.0,2,1
639800,33.0,4,2
640200,35.5,5,2
640600,38.0,0,3
641000,31.75,10,1
641400,37.0,1,0
641800,35.75,6,1
642200,35.25,4,1
642600,37.5,5,1
643000,33.75,5,1
643400,32.0,6,0
643800,29.75,4,0
644200,33.0,3,0
644600,30.5,4,1
645000,31.25,1,1
645400,31.5,5,0
645800,30.25,3,0
646200,32.25,5,0
646600,35.75,2,0
647000,39.0,3,1
647400,39.25,5,1
647800,38.0,4,4
648200,44.25,2,2
648600,39.5,3,0
649000,40.5,2,5
649400,38.75,0,0
649800,37.0,3,2
650200,41.5,1,7
650600,43.5,2,2
651000,42.25,5,4
651400,42.25,3,3
651800,44.75,4,2
652200,43.75,1,0
652600,44.25,3,2
653000,43.5,5,0
653400,41.75,3,2
653800,43.5,1,2
654200,44.25,0,1
654600,43.75,2,1
655000,43.5,2,0
655400,37.5,2,0
655800,38.75,2,0
656200,38.5,3,1
656600,37.0,3,1
657000,36.0,2,3
657400,33.75,5,1
657800,38.5,4,1
658200,42.75,4,4
658600,45.0,2,2
659000,42.75,4,4
659400,40.0,4,0
659800,47.0,1,0
660200,43.5,2,2
660600,40.0,1,3
661000,40.5,1,1
661400,40.5,3,0
661800,39.0,2,1
662200,39.5,3,1
662600,32.75,2,0
663000,43.0,3,0
663400,42.5,2,2
663800,41.75,5,1
664200,42.75,5,3
664600,40.5,2,0
665000,43.75,2,1
665400,39.75,2,2
665800,42.75,0,1
666200,41.75,1,0
666600,43.0,1,1
667000,45.75,2,1
667400,43.0,3,3
667800,39.75,4,0
668200,46.0,3,6
668600,41.0,3,2
669000,44.25,1,0
669400,43.75,1,0
669800,33.5,6,0
670200,31.75,6,1
670600,34.0,2,1
671000,37.75,2,1
671400,36.0,2,0
671800,36.5,2,1
672200,34.25,2,2
672600,39.5,2,0
673000,40.0,2,4
673400,37.75,4,2
673800,34.25,2,1
674200,41.0,3,1
674600,47.75,2,3
675000,44.75,2,1
675400,39.25,4,0
675800,36.75,7,0
676200,41.5,1,3
676600,38.25,2,3
677000,32.25,7,1
677400,48.5,1,1
677800,43.25,2,0
678200,39.0,2,0
678600,47.0,2,1
679000,41.0,1,1
679400,41.5,2,0
679800,45.5,3,1
680200,46.0,2,2
680600,48.25,1,3
681000,45.5,0,5
681400,38.75,3,1
681800,41.25,2,2
682200,45.0,3,2
682600,45.25,3,3
683000,42.25,5,2
683400,45.0,0,1
683800,40.25,1,1
684200,45.5,1,0
684600,41.0,3,1
685000,40.25,6,1
685400,34.25,5,1
685800,33.5,5,0
686200,46.75,1,2
686600,36.75,7,2
687000,46.0,0,2
687400,45.0,0,0
687800,42.5,2,0
688200,44.25,1,3
688600,34.75,4,2
689000,26.5,4,0
689400,36.5,3,2
689800,38.5,6,0
690200,38.25,2,1
690600,41.0,2,1
691000,35.75,1,0
691400,35.0,6,1
691800,37.5,2,0
692200,38.5,2,1
692600,45.0,3,4
693000,45.25,0,3
693400,47.0,2,0
693800,46.0,2,1
694200,42.5,5,1
694600,37.0,4,1
695000,42.25,0,1
695400,37.5,4,0
695800,37.5,4,3
696200,33.0,5,2
696600,25.25,5,1
697000,24.25,15,1
697400,28.5,4,0
697800,30.25,8,0
698200,31.5,4,1
698600,23.25,2,0
699000,29.0,5,0
699400,35.75,5,2
699800,33.25,3,1
700200,31.25,5,1
700600,32.25,5,0
701000,39.5,3,1
701400,45.75,1,3
701800,45.75,2,3
702200,44.5,2,0
702600,32.75,5,1
703000,39.5,5,3
703400,33.25,7,1
703800,34.75,4,0
704200,30.5,4,0
704600,29.25,4,2
705000,31.0,2,1
705400,29.75,5,2
705800,33.75,5,1
706200,38.5,3,0
706600,39.75,1,0
707000,43.0,2,1
707400,43.0,3,1
707800,40.25,0,0
708200,42.5,1,4
708600,48.75,0,3
709000,38.25,2,0
709400,32.0,4,2
709800,43.75,3,0
710200,44.5,3,2
710600,42.0,1,3
711000,39.5,3,2
711400,30.5,5,1
711800,39.0,2,1
712200,44.75,2,3
712600,49.75,2,0
713000,33.5,3,0
713400,36.5,6,1
713800,40.75,2,0
714200,34.0,4,1
714600,38.25,6,1
715000,34.75,4,0
715400,34.25,8,1
715800,33.25,4,0
716200,32.25,6,0
716600,42.75,2,0
717000,44.25,1,2
717400,44.0,1,2
717800,41.25,5,0
718200,41.75,0,1
718600,43.25,1,1
719000,34.75,7,1
719400,40.0,1,2
719800,42.75,3,2
720200,40.5,3,1
720600,45.5,2,2
721000,40.5,3,0
721400,43.75,2,1
721800,41.75,3,2
722200,41.0,2,3
722600,40.75,0,0
723000,37.25,3,1
723400,39.25,4,3
723800,42.25,5,4
724200,42.25,0,3
724600,45.25,1,1
725000,49.25,0,1
725400,40.25,2,2
725800,41.75,4,1
726200,39.0,5,1
726600,43.5,5,1
727000,41.75,2,2
727400,42.75,2,6
727800,40.0,5,0
728200,38.5,2,0
728600,34.75,3,1
729000,39.5,2,2
729400,36.25,4,1
729800,36.75,2,1
730200,39.5,1,1
730600,47.5,0,2
731000,42.0,4,0
731400,41.25,2,3
731800,46.25,0,3
732200,42.75,1,2
732600,38.75,1,2
733000,40.25,1,1
733400,43.75,1,1
733800,42.0,1,1
734200,42.0,3,1
734600,43.25,0,3
735000,41.5,2,1
735400,42.75,4,1
735800,42.0,1,2
736200,37.0,3,1
736600,41.0,6,3
737000,43.5,2,0
737400,34.0,8,0
737800,44.75,4,0
738200,36.75,3,0
738600,42.75,3,4
739000,34.75,4,1
739400,43.5,3,0
739800,40.75,3,1
740200,38.75,1,2
740600,40.0,2,2
741000,42.0,4,1
741400,43.0,2,0
741800,41.75,4,2
742200,40.75,3,0
742600,40.75,1,0
743000,37.5,9,3
743400,40.25,1,0
743800,41.75,0,1
744200,33.75,5,2
744600,37.75,4,1
745000,37.0,6,1
745400,41.5,2,1
745800,44.25,2,1
746200,42.0,3,1
746600,41.0,4,1
747000,33.25,2,2
747400,39.25,4,1
747800,33.75,6,2
748200,42.0,3,0
748600,41.25,2,2
749000,41.0,0,3
749400,42.5,1,3
749800,40.25,0,2
750200,36.75,4,1
750600,44.5,3,0
751000,38.25,4,1
751400,39.75,7,0
751800,38.0,5,2
752200,44.0,2,3
752600,35.25,4,0
753000,44.75,2,1
753400,42.0,4,3
753800,45.75,1,2
754200,33.0,1,3
754600,38.75,4,2
755000,40.75,3,1
755400,43.25,4,1
755800,38.5,3,0
756200,40.0,4,1
756600,36.0,2,0
757000,38.0,4,0
757400,40.25,4,1
757800,35.25,4,2
758200,45.0,2,2
758600,37.5,5,1
759000,38.5,0,0
759400,42.5,4,2
759800,43.0,3,3
760200,41.0,4,3
760600,38.0,4,0
761000,43.5,2,1
761400,43.25,0,2
761800,42.75,2,0
762200,44.25,1,0
762600,40.25,1,0
763000,46.25,2,2
763400,35.75,5,2
763800,32.25,5,3
764200,32.75,4,2
764600,37.75,4,1
765000,38.75,1,0
765400,37.5,4,0
765800,35.0,9,2
766200,34.75,5,1
766600,40.0,2,0
767000,43.25,1,1
767400,42.0,3,3
767800,38.75,1,0
768200,34.0,5,2
768600,39.25,2,1
769000,45.75,0,0
769400,36.5,3,1
769800,42.25,1,1
770200,47.0,1,0
770600,42.75,3,4
771000,32.75,3,0
771400,47.0,0,0
771800,42.5,7,0
772200,37.0,2,0
772600,43.5,4,2
773000,39.0,3,3
773400,38.25,5,1
773800,43.5,2,2
774200,36.75,6,1
774600,39.75,4,3
775000,45.25,2,3
775400,42.5,3,5
775800,44.75,1,3
776200,39.75,4,1
776600,37.25,0,1
777000,39.0,0,3
777400,37.25,4,1
777800,36.25,6,0
778200,35.5,1,0
778600,38.5,5,2
779000,39.0,4,3
779400,41.75,0,0
779800,45.75,0,2
780200,40.25,3,3
780600,38.0,7,2
781000,34.5,2,1
781400,42.5,2,3
781800,38.0,2,1
782200,44.5,4,4
782600,44.25,2,1
783000,46.25,1,3
783400,45.0,1,0
783800,42.0,3,1
784200,42.5,2,2
784600,38.75,4,2
785000,35.75,4,1
785400,36.25,0,2
785800,43.25,1,2
786200,37.25,4,0
786600,34.0,4,1
787000,39.5,4,3
787400,41.0,4,2
787800,38.25,2,4
788200,40.75,5,1
788600,42.0,3,0
789000,39.75,3,2
789400,36.25,4,1
789800,42.25,3,1
790200,39.0,1,0
790600,38.5,1,2
791000,40.25,5,1
791400,42.0,1,1
791800,37.75,5,4
792200,42.5,1,1
792600,37.75,4,1
793000,40.25,4,1
793400,44.5,4,2
793800,39.0,1,5
794200,44.25,4,1
794600,44.0,1,2
795000,35.75,2,0
795400,36.25,10,1
795800,36.25,6,0
796200,37.5,3,2
796600,33.5,2,0
797000,37.25,0,0
797400,27.5,4,0
797800,41.25,3,2
798200,38.5,2,1
798600,39.75,1,1
799000,33.25,4,0
799400,32.75,3,1
799800,41.5,4,0
800200,44.5,2,1
800600,40.5,3,0
801000,43.25,0,3
801400,34.5,6,0
801800,38.25,4,1
802200,34.5,8,0
802600,36.25,2,0
803000,37.5,3,1
803400,34.75,2,0
803800,34.5,2,0
804200,31.25,6,1
804600,43.0,2,1
805000,45.5,1,3
805400,42.75,2,1
805800,45.0,2,2
806200,47.75,4,1
806600,32.25,7,0
807000,37.25,5,0
807400,34.0,6,1
807800,39.25,3,1
808200,43.25,1,2
808600,41.75,1,1
809000,43.75,3,1
809400,46.0,1,3
809800,33.25,6,1
810200,39.75,1,1
810600,32.5,3,2
811000,44.25,2,0
811400,43.5,5,0
811800,35.75,0,0
812200,44.25,3,1
812600,40.5,3,3
813000,45.25,2,1
813400,42.25,3,5
813800,41.0,3,1
814200,39.25,3,1
814600,47.0,2,2
815000,41.25,3,2
815400,36.75,6,0
815800,40.75,2,1
816200,38.0,5,1
816600,39.75,3,0
817000,40.5,4,0
817400,40.25,3,0
817800,38.5,5,2
818200,42.75,4,3
818600,37.0,4,0
819000,37.75,2,3
819400,38.5,4,1
819800,33.25,5,0
820200,40.25,4,1
820600,35.25,3,0
821000,38.25,4,1
821400,40.0,1,1
821800,31.25,3,0
822200,32.0,2,2
822600,40.5,3,3
823000,37.75,3,2
823400,43.5,2,0
823800,46.25,3,1
824200,40.5,5,2
824600,38.5,3,1
825000,45.5,4,1
825400,43.75,4,2
825800,42.25,0,0
826200,42.0,1,0
826600,39.25,1,1
827000,44.5,3,2
827400,40.5,6,0
827800,39.5,6,0
828200,42.75,5,1
828600,48.0,0,3
829000,45.0,1,2
829400,42.75,3,2
829800,42.0,2,0
830200,38.25,4,0
830600,35.75,4,1
831000,34.75,7,0
831400,40.25,4,1
831800,37.25,8,3
832200,45.5,3,2
832600,34.0,4,0
833000,44.5,0,1
833400,37.75,4,1
833800,44.5,3,2
834200,42.25,0,1
834600,48.0,2,0
835000,47.75,0,5
835400,36.5,5,1
835800,41.25,3,3
836200,45.5,3,4
836600,41.0,2,0
837000,43.75,1,1
837400,45.75,2,1
837800,44.75,3,1
838200,34.5,3,0
838600,42.75,0,2
839000,42.5,4,0
839400,39.0,3,2
839800,38.0,1,1
840200,29.5,7,0
840600,40.25,5,0
841000,32.75,4,0
841400,40.25,3,0
841800,37.5,4,1
842200,40.25,2,1
842600,32.0,7,0
843000,36.5,7,4
843400,39.25,2,1
843800,41.75,5,1
844200,41.25,2,1
844600,35.25,5,0
845000,41.25,1,2
845400,40.25,3,1
845800,34.5,4,0
846200,38.25,3,0
846600,39.75,1,1
847000,40.5,4,1
847400,40.25,3,1
847800,46.25,3,1
848200,37.75,5,3
848600,36.5,3,3
849000,40.75,3,2
849400,42.25,5,0
849800,40.5,6,1
850200,46.75,1,4
850600,42.0,3,2
851000,45.0,4,2
851400,45.0,7,1
851800,45.5,0,0
852200,37.0,7,0
852600,42.0,2,3
853000,42.25,1,0
853400,42.25,1,2
853800,38.25,3,2
854200,40.25,2,0
854600,40.75,1,2
855000,39.5,7,1
855400,29.75,5,1
855800,34.5,5,1
856200,33.25,5,0
856600,28.75,4,0
857000,32.25,5,0
857400,39.0,0,0
857800,33.0,5,1
858200,33.25,3,2
858600,32.25,4,1
859000,34.25,2,1
859400,28.0,4,0
859800,33.75,4,1
860200,36.75,2,2
860600,45.0,3,4
861000,40.0,2,0
861400,41.25,4,1
861800,41.25,3,1
862200,45.25,1,2
862600,43.75,2,3
863000,46.0,1,0
863400,47.0,1,4
863800,39.0,4,0
864200,43.25,1,1
864600,40.75,3,0
865000,46.5,4,1
865400,46.0,3,2
865800,44.75,1,1
866200,39.0,0,1
866600,36.0,3,2
867000,44.0,1,2
867400,46.75,1,0
867800,41.0,2,2
868200,42.0,1,1
868600,45.75,1,1
869000,34.5,3,1
869400,41.75,0,4
869800,43.75,1,1
870200,43.75,0,4
870600,43.25,3,3
871000,41.0,4,1
871400,41.0,4,1
871800,43.25,1,1
872200,34.5,4,1
872600,33.25,3,0
873000,35.75,2,1
873400,39.5,4,2
873800,34.75,3,0
874200,32.5,7,1
874600,28.75,6,0
875000,35.5,8,1
875400,32.25,9,1
875800,33.5,4,0
876200,37.5,6,0
876600,37.25,4,2
877000,31.5,4,1
877400,33.5,8,1
877800,37.0,3,2
878200,39.0,2,1
878600,40.25,6,1
879000,38.25,3,2
879400,33.25,6,3
879800,37.0,5,0
880200,41.25,3,0
880600,35.5,4,0
881000,32.0,6,1
881400,34.25,4,0
881800,44.25,0,1
882200,38.75,4,2
882600,42.0,3,0
883000,43.75,2,7
883400,46.0,0,2
883800,41.75,0,1
884200,30.25,2,0
884600,29.0,4,0
885000,42.0,2,0
885400,41.25,2,1
885800,38.75,2,3
886200,39.25,6,1
886600,45.0,1,4
887000,32.75,6,0
887400,38.25,2,1
887800,39.75,6,0
888200,45.25,2,2
888600,44.0,2,1
889000,39.0,6,1
889400,39.0,4,0
889800,40.75,1,2
890200,43.0,2,0
890600,34.75,3,0
891000,36.0,2,0
891400,43.75,0,1
891800,30.25,5,1
892200,36.75,2,2
892600,37.75,3,0
893000,38.5,2,1
893400,37.25,2,2
893800,32.75,4,1
894200,34.75,4,1
894600,34.75,3,2
895000,39.5,2,2
895400,41.75,2,2
895800,41.5,2,1
896200,41.25,1,3
896600,37.75,3,0
897000,40.5,1,1
897400,42.25,2,0
897800,44.25,1,1
898200,43.25,3,0
898600,44.25,1,0
899000,43.25,2,2
899400,43.5,3,1
899800,36.75,1,3
900200,35.25,3,0
900600,32.0,3,1
901000,39.0,2,2
901400,46.25,3,1
901800,43.0,2,3
902200,42.5,2,1
902600,36.25,1,3
903000,33.0,5,1
903400,40.5,1,1
903800,42.0,1,1
904200,42.75,3,0
904600,39.75,1,0
905000,41.5,4,1
905400,33.5,3,0
905800,35.0,2,2
906200,42.25,3,1
906600,44.5,1,4
907000,44.5,0,1
907400,41.25,5,1
907800,38.0,3,2
908200,38.0,2,1
908600,43.25,1,2
909000,46.25,1,3
909400,39.75,1,0
909800,44.0,2,1
910200,40.75,4,2
910600,42.5,4,5
911000,45.75,1,3
911400,39.5,0,1
911800,44.75,2,6
912200,43.5,0,0
912600,43.0,2,1
913000,41.75,2,0
913400,45.5,2,0
913800,37.25,1,1
914200,41.75,1,0
914600,39.5,3,1
915000,31.75,4,2
915400,37.75,5,0
915800,34.25,3,1
916200,37.0,4,0
916600,41.25,2,1
917000,42.75,2,3
917400,39.25,5,1
917800,45.5,1,4
918200,43.75,3,3
918600,38.0,4,4
919000,35.5,7,3
919400,37.75,4,0
919800,39.0,2,1
920200,34.5,2,2
920600,45.25,2,1
921000,46.75,1,1
921400,41.25,4,2
921800,44.0,1,1
922200,47.25,2,3
922600,46.0,3,1
923000,42.5,3,0
923400,47.75,2,2
923800,42.0,1,1
924200,45.0,0,1
924600,44.25,3,1
925000,39.5,1,0
925400,41.0,2,2
925800,43.75,3,3
926200,43.25,4,0
926600,31.25,3,0
927000,36.5,5,1
927400,29.5,6,1
927800,31.25,1,1
928200,39.0,2,3
928600,39.0,3,0
929000,33.5,2,0
929400,44.75,2,0
929800,41.5,4,3
930200,47.25,3,1
930600,40.25,6,2
931000,47.25,2,1
931400,41.0,3,3
931800,41.75,2,1
932200,43.25,1,0
932600,45.25,0,2
933000,40.5,2,2
933400,41.75,2,2
933800,49.0,5,3
934200,41.0,1,0
934600,36.5,1,1
935000,37.75,3,1
935400,37.25,5,0
935800,47.5,3,0
936200,47.25,2,2
936600,39.75,3,0
937000,38.75,1,0
937400,41.0,3,4
937800,47.25,0,0
938200,38.25,4,0
938600,44.75,5,2
939000,44.25,2,5
939400,39.0,1,1
939800,42.0,3,2
940200,36.5,3,1
940600,36.5,0,1
941000,43.25,0,2
941400,36.75,2,0
941800,40.5,2,0
942200,38.0,3,1
942600,34.75,0,0
943000,39.0,2,0
943400,39.25,3,2
943800,40.75,4,2
944200,40.25,1,1
944600,38.75,6,3
945000,45.75,4,1
945400,40.0,1,0
945800,43.0,2,2
946200,47.5,1,2
946600,34.5,2,0
947000,39.0,1,1
947400,39.25,1,3
947800,40.5,0,1
948200,38.5,3,0
948600,37.25,4,1
949000,44.5,2,2
949400,43.25,2,1
949800,41.25,3,1
950200,41.0,2,2
950600,40.75,7,3
951000,41.0,2,1
951400,43.0,3,4
951800,43.75,1,0
952200,42.75,3,4
952600,43.75,2,2
953000,48.0,3,2
953400,45.25,1,1
953800,44.0,2,1
954200,39.0,3,0
954600,49.5,1,3
955000,31.75,5,1
955400,36.25,1,0
955800,39.5,1,3
956200,48.25,1,0
956600,40.75,2,4
957000,45.25,2,2
957400,42.25,3,1
957800,43.5,2,1
958200,41.25,5,2
958600,42.0,3,3
959000,40.0,4,3
959400,44.0,1,0
959800,36.0,4,1
960200,37.0,2,1
960600,42.5,3,2
961000,44.0,3,1
961400,40.75,2,1
961800,42.25,3,3
962200,41.0,3,3
962600,38.0,3,3
963000,37.75,4,0
963400,34.75,5,0
963800,34.75,5,0
964200,32.5,4,1
964600,33.5,2,0
965000,40.0,5,1
965400,42.5,1,0
965800,37.0,6,2
966200,43.0,4,0
966600,40.25,4,0
967000,34.25,1,2
967400,41.75,0,1
967800,32.5,4,2
968200,40.75,3,1
968600,41.25,2,1
969000,42.75,4,0
969400,42.5,5,1
969800,39.5,3,1
970200,39.0,4,2
970600,43.5,2,3
971000,35.25,4,0
971400,39.0,3,0
971800,40.75,3,2
972200,34.5,4,1
972600,33.0,2,1
973000,39.75,2,2
973400,36.75,5,5
973800,35.25,4,1
974200,34.75,1,0
974600,34.0,3,0
975000,49.75,0,0
975400,41.5,2,1
975800,36.0,2,0
976200,37.0,5,3
976600,37.75,4,3
977000,36.0,4,0
977400,36.0,0,1
977800,41.75,6,2
978200,42.25,1,0
978600,38.75,2,1
979000,34.0,6,1
979400,41.0,4,1
979800,36.5,5,0
980200,43.0,2,3
980600,44.0,2,1
981000,43.0,4,0
981400,41.0,2,0
981800,42.25,1,1
982200,38.25,2,1
982600,32.75,6,0
983000,37.75,0,3
983400,42.25,1,1
983800,37.5,1,4
984200,32.75,5,3
984600,33.75,5,1
985000,33.25,6,2
985400,36.75,5,0
985800,26.5,11,0
986200,34.25,3,2
986600,35.75,6,2
987000,40.5,1,4
987400,36.5,2,2
987800,38.5,0,1
988200,39.75,1,0
988600,45.25,2,1
989000,40.5,6,1
989400,35.0,4,1
989800,39.75,8,1
990200,38.0,2,1
990600,35.75,3,0
991000,33.0,4,1
991400,34.0,4,1
991800,39.0,2,0
992200,36.5,8,2
992600,40.25,0,2
993000,37.75,4,1
993400,44.0,2,2
993800,41.0,6,3
994200,42.25,2,1
994600,41.0,3,3
995000,43.75,1,3
995400,41.75,2,0
995800,45.25,3,1
996200,45.5,3,2
996600,38.25,4,2
997000,44.0,3,5
997400,37.25,6,1
997800,31.25,7,0
998200,44.25,2,1
998600,48.25,0,0
999000,39.25,6,0
999400,39.25,2,0
999800,41.5,3,1
1000200,44.0,4,0
1000600,42.0,1,1
1001000,36.75,2,1
1001400,46.25,2,4
1001800,41.75,2,1
1002200,37.0,3,1
1002600,42.0,3,0
1003000,35.75,9,0
1003400,43.25,1,2
1003800,38.25,1,1
1004200,42.5,0,2
1004600,38.5,3,0
1005000,38.5,3,3
1005400,44.0,3,2
1005800,41.0,0,2
1006200,42.0,5,1
1006600,29.0,5,1
1007000,29.25,6,0
1007400,28.75,5,0
1007800,25.0,8,1
1008200,32.0,4,3
1008600,30.0,7,0
1009000,31.5,4,2
1009400,34.0,6,0
1009800,31.5,6,0
1010200,30.75,4,0
1010600,32.75,5,0
1011000,29.75,2,0
1011400,37.0,1,1
1011800,28.25,6,2
1012200,26.5,7,0
1012600,30.25,6,2
1013000,28.5,11,0
1013400,34.75,4,1
1013800,31.0,4,0
1014200,36.25,1,1
